Level	Rule Name	Subject	Property	Value
WARN	annotation_whitespace	CCN201912131	dc:description	The navigational tool on this page is a visual representation of the transcriptomic taxonomy of human M1, which provides a comprehensive assessment of the molecular signatures of cell types comprising this region. Cell types in the taxonomy are grouped and visualized at three different levels: Class (innermost ring), Subclass (middle ring) and Cluster (outermost ring). Clicking on any region in the tool will navigate to an individual Cell Type Card, each of which provides detailed multimodal information describing that cell type and links to underlying data. 
WARN	annotation_whitespace	CCN201912132	dc:description	The navigational tool on this page is a visual representation of the transcriptomic taxonomy of marmoset M1, which provides a comprehensive assessment of the molecular signatures of cell types comprising this region. Cell types in the taxonomy are grouped and visualized at three different levels: Class (innermost ring), Subclass (middle ring) and Cluster (outermost ring). Clicking on any region in the tool will navigate to an individual Cell Type Card, each of which provides detailed multimodal information describing that cell type and links to underlying data. 
WARN	annotation_whitespace	CCN202002013	dc:description	The navigational tool on this page is a visual representation of the transcriptomic taxonomy of mouse MOp, which provides a comprehensive assessment of the molecular signatures of cell types comprising this region. Cell types in the taxonomy are grouped and visualized at three different levels: Class (innermost ring), Subclass (middle ring) and Cluster (outermost ring). Clicking on any region in the tool will navigate to an individual Cell Type Card, each of which provides detailed multimodal information describing that cell type and links to underlying data. 
WARN	duplicate_exact_synonym	VLMC(i) primary motor cortex vascular leptomeningeal cell (Mmus)	oboInOwl:hasExactSynonym	VLMC(i)
WARN	duplicate_exact_synonym	VLMC(i) primary motor cortex vascular leptomeningeal cell (Cjac)	oboInOwl:hasExactSynonym	VLMC(i)
WARN	duplicate_exact_synonym	RNAseq 104-107, 110 - CS202002013_254	oboInOwl:hasExactSynonym	VLMC(i)
WARN	duplicate_exact_synonym	VLMC L1-5 PDGFRA COLEC12 primary motor cortex vascular leptomeningeal cell (Hsap)	oboInOwl:hasExactSynonym	VLMC
WARN	duplicate_exact_synonym	VLMC(i) primary motor cortex vascular leptomeningeal cell (Cjac)	oboInOwl:hasExactSynonym	VLMC
WARN	duplicate_exact_synonym	RNAseq 126 - CS201912131_126	oboInOwl:hasExactSynonym	VLMC
WARN	duplicate_exact_synonym	RNAseq 90-93 - CS201912132_109	oboInOwl:hasExactSynonym	VLMC
WARN	duplicate_exact_synonym	RNAseq 90-92 - CS201912132_134	oboInOwl:hasExactSynonym	VLMC
